,id,atlas_id,name,acronym,parent_structure_id,depth,graph_order,structure_id_path,color_hex_triplet,color_hex_code,safe_name,beryl_id,cosmos_id
318,480149314,-2,Medial visual area,VISm,894,8,318,/997/8/567/688/695/315/254/894/480149314/,1AA698,#1AA698,Medial visual area,894,315
319,480149318,-2,Medial visual area layer 1,VISm1,480149314,9,319,/997/8/567/688/695/315/254/894/480149314/480149318/,1AA698,#1AA698,Medial visual area layer 1,894,315
320,480149322,-2,Medial visual area layer 2/3,VISm2/3,480149314,9,320,/997/8/567/688/695/315/254/894/480149314/480149322/,1AA698,#1AA698,Medial visual area layer 2/3,894,315
321,480149326,-2,Medial visual area layer 4,VISm4,480149314,9,321,/997/8/567/688/695/315/254/894/480149314/480149326/,1AA698,#1AA698,Medial visual area layer 4,894,315
322,480149330,-2,Medial visual arealayer 5,VISm5,480149314,9,322,/997/8/567/688/695/315/254/894/480149314/480149330/,1AA698,#1AA698,Medial visual arealayer 5,894,315
323,480149334,-2,Medial visual area layer 6a,VISm6a,480149314,9,323,/997/8/567/688/695/315/254/894/480149314/480149334/,1AA698,#1AA698,Medial visual area layer 6a,894,315
324,480149338,-2,Medial visual area layer 6b,VISm6b,480149314,9,324,/997/8/567/688/695/315/254/894/480149314/480149338/,1AA698,#1AA698,Medial visual area layer 6b,894,315
325,879,392,Retrosplenial area dorsal part,RSPd,254,7,325,/997/8/567/688/695/315/254/879/,1AA698,#1AA698,Retrosplenial area dorsal part,879,315
326,442,1045,Retrosplenial area dorsal part layer 1,RSPd1,879,8,326,/997/8/567/688/695/315/254/879/442/,1AA698,#1AA698,Retrosplenial area dorsal part layer 1,879,315
327,434,761,Retrosplenial area dorsal part layer 2/3,RSPd2/3,879,8,327,/997/8/567/688/695/315/254/879/434/,1AA698,#1AA698,Retrosplenial area dorsal part layer 2/3,879,315
328,545,1058,Retrosplenial area dorsal part layer 4,RSPd4,879,8,328,/997/8/567/688/695/315/254/879/545/,1AA698,#1AA698,Retrosplenial area dorsal part layer 4,879,315
329,610,1066,Retrosplenial area dorsal part layer 5,RSPd5,879,8,329,/997/8/567/688/695/315/254/879/610/,1AA698,#1AA698,Retrosplenial area dorsal part layer 5,879,315
330,274,1024,Retrosplenial area dorsal part layer 6a,RSPd6a,879,8,330,/997/8/567/688/695/315/254/879/274/,1AA698,#1AA698,Retrosplenial area dorsal part layer 6a,879,315
331,330,1031,Retrosplenial area dorsal part layer 6b,RSPd6b,879,8,331,/997/8/567/688/695/315/254/879/330/,1AA698,#1AA698,Retrosplenial area dorsal part layer 6b,879,315
332,886,393,Retrosplenial area ventral part,RSPv,254,7,332,/997/8/567/688/695/315/254/886/,1AA698,#1AA698,Retrosplenial area ventral part,886,315
333,542,633,Retrosplenial area ventral part layer 1,RSPv1,886,8,333,/997/8/567/688/695/315/254/886/542/,1AA698,#1AA698,Retrosplenial area ventral part layer 1,886,315
334,606,641,Retrosplenial area ventral part layer 2,RSPv2,886,8,334,/997/8/567/688/695/315/254/886/606/,1AA698,#1AA698,Retrosplenial area ventral part layer 2,886,315
335,430,619,Retrosplenial area ventral part layer 2/3,RSPv2/3,886,8,335,/997/8/567/688/695/315/254/886/430/,1AA698,#1AA698,Retrosplenial area ventral part layer 2/3,886,315
336,687,651,Retrosplenial area ventral part layer 5,RSPv5,886,8,336,/997/8/567/688/695/315/254/886/687/,1AA698,#1AA698,Retrosplenial area ventral part layer 5,886,315
337,590,639,Retrosplenial area ventral part layer 6a,RSPv6a,886,8,337,/997/8/567/688/695/315/254/886/590/,1AA698,#1AA698,Retrosplenial area ventral part layer 6a,886,315
338,622,643,Retrosplenial area ventral part layer 6b,RSPv6b,886,8,338,/997/8/567/688/695/315/254/886/622/,1AA698,#1AA698,Retrosplenial area ventral part layer 6b,886,315
339,22,285,Posterior parietal association areas,PTLp,315,6,339,/997/8/567/688/695/315/22/,009FAC,#009FAC,Posterior parietal association areas,997,315
340,532,1056,Posterior parietal association areas layer 1,PTLp1,22,7,340,/997/8/567/688/695/315/22/532/,009FAC,#009FAC,Posterior parietal association areas layer 1,997,315
341,241,454,Posterior parietal association areas layer 2/3,PTLp2/3,22,7,341,/997/8/567/688/695/315/22/241/,009FAC,#009FAC,Posterior parietal association areas layer 2/3,997,315
342,635,1069,Posterior parietal association areas layer 4,PTLp4,22,7,342,/997/8/567/688/695/315/22/635/,009FAC,#009FAC,Posterior parietal association areas layer 4,997,315
343,683,1075,Posterior parietal association areas layer 5,PTLp5,22,7,343,/997/8/567/688/695/315/22/683/,009FAC,#009FAC,Posterior parietal association areas layer 5,997,315
344,308,1028,Posterior parietal association areas layer 6a,PTLp6a,22,7,344,/997/8/567/688/695/315/22/308/,009FAC,#009FAC,Posterior parietal association areas layer 6a,997,315
345,340,1032,Posterior parietal association areas layer 6b,PTLp6b,22,7,345,/997/8/567/688/695/315/22/340/,009FAC,#009FAC,Posterior parietal association areas layer 6b,997,315
346,312782546,-2,Anterior area,VISa,22,7,346,/997/8/567/688/695/315/22/312782546/,009FAC,#009FAC,Anterior area,312782546,315
347,312782550,-2,Anterior area layer 1,VISa1,312782546,8,347,/997/8/567/688/695/315/22/312782546/312782550/,009FAC,#009FAC,Anterior area layer 1,312782546,315
348,312782554,-2,Anterior area layer 2/3,VISa2/3,312782546,8,348,/997/8/567/688/695/315/22/312782546/312782554/,009FAC,#009FAC,Anterior area layer 2/3,312782546,315
349,312782558,-2,Anterior area layer 4,VISa4,312782546,8,349,/997/8/567/688/695/315/22/312782546/312782558/,009FAC,#009FAC,Anterior area layer 4,312782546,315
350,312782562,-2,Anterior area layer 5,VISa5,312782546,8,350,/997/8/567/688/695/315/22/312782546/312782562/,009FAC,#009FAC,Anterior area layer 5,312782546,315
351,312782566,-2,Anterior area layer 6a,VISa6a,312782546,8,351,/997/8/567/688/695/315/22/312782546/312782566/,009FAC,#009FAC,Anterior area layer 6a,312782546,315
352,312782570,-2,Anterior area layer 6b,VISa6b,312782546,8,352,/997/8/567/688/695/315/22/312782546/312782570/,009FAC,#009FAC,Anterior area layer 6b,312782546,315
353,417,759,Rostrolateral visual area,VISrl,22,7,353,/997/8/567/688/695/315/22/417/,009FAC,#009FAC,Rostrolateral visual area,417,315
354,312782604,-2,Rostrolateral area layer 1,VISrl1,417,8,354,/997/8/567/688/695/315/22/417/312782604/,009FAC,#009FAC,Rostrolateral area layer 1,417,315
355,312782608,-2,Rostrolateral area layer 2/3,VISrl2/3,417,8,355,/997/8/567/688/695/315/22/417/312782608/,009FAC,#009FAC,Rostrolateral area layer 2/3,417,315
356,312782612,-2,Rostrolateral area layer 4,VISrl4,417,8,356,/997/8/567/688/695/315/22/417/312782612/,009FAC,#009FAC,Rostrolateral area layer 4,417,315
357,312782616,-2,Rostrolateral area layer 5,VISrl5,417,8,357,/997/8/567/688/695/315/22/417/312782616/,009FAC,#009FAC,Rostrolateral area layer 5,417,315
358,312782620,-2,Rostrolateral area layer 6a,VISrl6a,417,8,358,/997/8/567/688/695/315/22/417/312782620/,009FAC,#009FAC,Rostrolateral area layer 6a,417,315
359,312782624,-2,Rostrolateral area layer 6b,VISrl6b,417,8,359,/997/8/567/688/695/315/22/417/312782624/,009FAC,#009FAC,Rostrolateral area layer 6b,417,315
360,541,350,Temporal association areas,TEa,315,6,360,/997/8/567/688/695/315/541/,15B0B3,#15B0B3,Temporal association areas,541,315
361,97,1002,Temporal association areas layer 1,TEa1,541,7,361,/997/8/567/688/695/315/541/97/,15B0B3,#15B0B3,Temporal association areas layer 1,541,315
362,1127,706,Temporal association areas layer 2/3,TEa2/3,541,7,362,/997/8/567/688/695/315/541/1127/,15B0B3,#15B0B3,Temporal association areas layer 2/3,541,315
363,234,1019,Temporal association areas layer 4,TEa4,541,7,363,/997/8/567/688/695/315/541/234/,15B0B3,#15B0B3,Temporal association areas layer 4,541,315
364,289,1026,Temporal association areas layer 5,TEa5,541,7,364,/997/8/567/688/695/315/541/289/,15B0B3,#15B0B3,Temporal association areas layer 5,541,315
365,729,1081,Temporal association areas layer 6a,TEa6a,541,7,365,/997/8/567/688/695/315/541/729/,15B0B3,#15B0B3,Temporal association areas layer 6a,541,315
366,786,1088,Temporal association areas layer 6b,TEa6b,541,7,366,/997/8/567/688/695/315/541/786/,15B0B3,#15B0B3,Temporal association areas layer 6b,541,315
367,922,256,Perirhinal area,PERI,315,6,367,/997/8/567/688/695/315/922/,0E9684,#0E9684,Perirhinal area,922,315
368,540,1057,Perirhinal area layer 1,PERI1,922,7,368,/997/8/567/688/695/315/922/540/,0E9684,#0E9684,Perirhinal area layer 1,922,315
369,888,959,Perirhinal area layer 2/3,PERI2/3,922,7,369,/997/8/567/688/695/315/922/888/,0E9684,#0E9684,Perirhinal area layer 2/3,922,315
370,692,1076,Perirhinal area layer 5,PERI5,922,7,370,/997/8/567/688/695/315/922/692/,0E9684,#0E9684,Perirhinal area layer 5,922,315
371,335,890,Perirhinal area layer 6a,PERI6a,922,7,371,/997/8/567/688/695/315/922/335/,0E9684,#0E9684,Perirhinal area layer 6a,922,315
372,368,894,Perirhinal area layer 6b,PERI6b,922,7,372,/997/8/567/688/695/315/922/368/,0E9684,#0E9684,Perirhinal area layer 6b,922,315
373,895,111,Ectorhinal area,ECT,315,6,373,/997/8/567/688/695/315/895/,0D9F91,#0D9F91,Ectorhinal area,895,315
374,836,1094,Ectorhinal area/Layer 1,ECT1,895,7,374,/997/8/567/688/695/315/895/836/,0D9F91,#0D9F91,Ectorhinal area/Layer 1,895,315
375,427,1043,Ectorhinal area/Layer 2/3,ECT2/3,895,7,375,/997/8/567/688/695/315/895/427/,0D9F91,#0D9F91,Ectorhinal area/Layer 2/3,895,315
376,988,1113,Ectorhinal area/Layer 5,ECT5,895,7,376,/997/8/567/688/695/315/895/988/,0D9F91,#0D9F91,Ectorhinal area/Layer 5,895,315
377,977,1112,Ectorhinal area/Layer 6a,ECT6a,895,7,377,/997/8/567/688/695/315/895/977/,0D9F91,#0D9F91,Ectorhinal area/Layer 6a,895,315
378,1045,1120,Ectorhinal area/Layer 6b,ECT6b,895,7,378,/997/8/567/688/695/315/895/1045/,0D9F91,#0D9F91,Ectorhinal area/Layer 6b,895,315
379,698,228,Olfactory areas,OLF,695,5,379,/997/8/567/688/695/698/,9AD2BD,#9AD2BD,Olfactory areas,997,698
380,507,204,Main olfactory bulb,MOB,698,6,380,/997/8/567/688/695/698/507/,9AD2BD,#9AD2BD,Main olfactory bulb,507,698
381,212,733,Main olfactory bulb glomerular layer,MOBgl,507,7,381,/997/8/567/688/695/698/507/212/,82C7AE,#82C7AE,Main olfactory bulb glomerular layer,507,698
382,220,734,Main olfactory bulb granule layer,MOBgr,507,7,382,/997/8/567/688/695/698/507/220/,82C7AE,#82C7AE,Main olfactory bulb granule layer,507,698
383,228,735,Main olfactory bulb inner plexiform layer,MOBipl,507,7,383,/997/8/567/688/695/698/507/228/,9AD2BD,#9AD2BD,Main olfactory bulb inner plexiform layer,507,698
384,236,736,Main olfactory bulb mitral layer,MOBmi,507,7,384,/997/8/567/688/695/698/507/236/,82C7AE,#82C7AE,Main olfactory bulb mitral layer,507,698
385,244,737,Main olfactory bulb outer plexiform layer,MOBopl,507,7,385,/997/8/567/688/695/698/507/244/,9AD2BD,#9AD2BD,Main olfactory bulb outer plexiform layer,507,698
386,151,18,Accessory olfactory bulb,AOB,698,6,386,/997/8/567/688/695/698/151/,9DF0D2,#9DF0D2,Accessory olfactory bulb,151,698
387,188,730,Accessory olfactory bulb glomerular layer,AOBgl,151,7,387,/997/8/567/688/695/698/151/188/,9DF0D2,#9DF0D2,Accessory olfactory bulb glomerular layer,151,698
388,196,731,Accessory olfactory bulb granular layer,AOBgr,151,7,388,/997/8/567/688/695/698/151/196/,95E4C8,#95E4C8,Accessory olfactory bulb granular layer,151,698
389,204,732,Accessory olfactory bulb mitral layer,AOBmi,151,7,389,/997/8/567/688/695/698/151/204/,9DF0D2,#9DF0D2,Accessory olfactory bulb mitral layer,151,698
390,159,19,Anterior olfactory nucleus,AON,698,6,390,/997/8/567/688/695/698/159/,54BF94,#54BF94,Anterior olfactory nucleus,159,698
391,167,20,Anterior olfactory nucleus dorsal part,AONd,159,7,391,/997/8/567/688/695/698/159/167/,54BF94,#54BF94,Anterior olfactory nucleus dorsal part,159,698
392,175,21,Anterior olfactory nucleus external part,AONe,159,7,392,/997/8/567/688/695/698/159/175/,54BF94,#54BF94,Anterior olfactory nucleus external part,159,698
393,183,22,Anterior olfactory nucleus lateral part,AONl,159,7,393,/997/8/567/688/695/698/159/183/,54BF94,#54BF94,Anterior olfactory nucleus lateral part,159,698
394,191,23,Anterior olfactory nucleus medial part,AONm,159,7,394,/997/8/567/688/695/698/159/191/,54BF94,#54BF94,Anterior olfactory nucleus medial part,159,698
395,199,24,Anterior olfactory nucleus posteroventral part,AONpv,159,7,395,/997/8/567/688/695/698/159/199/,54BF94,#54BF94,Anterior olfactory nucleus posteroventral part,159,698
396,160,868,Anterior olfactory nucleus layer 1,AON1,159,7,396,/997/8/567/688/695/698/159/160/,54BF94,#54BF94,Anterior olfactory nucleus layer 1,159,698
397,168,869,Anterior olfactory nucleus layer 2,AON2,159,7,397,/997/8/567/688/695/698/159/168/,54BF94,#54BF94,Anterior olfactory nucleus layer 2,159,698
398,589,356,Taenia tecta,TT,698,6,398,/997/8/567/688/695/698/589/,62D09F,#62D09F,Taenia tecta,997,698
399,597,357,Taenia tecta dorsal part,TTd,589,7,399,/997/8/567/688/695/698/589/597/,62D09F,#62D09F,Taenia tecta dorsal part,597,698
400,297,744,Taenia tecta dorsal part layers 1-4,TTd1-4,597,8,400,/997/8/567/688/695/698/589/597/297/,62D09F,#62D09F,Taenia tecta dorsal part layers 1-4,597,698
401,1034,836,Taenia tecta dorsal part layer 1,TTd1,597,8,401,/997/8/567/688/695/698/589/597/1034/,62D09F,#62D09F,Taenia tecta dorsal part layer 1,597,698
402,1042,837,Taenia tecta dorsal part layer 2,TTd2,597,8,402,/997/8/567/688/695/698/589/597/1042/,62D09F,#62D09F,Taenia tecta dorsal part layer 2,597,698
403,1050,838,Taenia tecta dorsal part layer 3,TTd3,597,8,403,/997/8/567/688/695/698/589/597/1050/,62D09F,#62D09F,Taenia tecta dorsal part layer 3,597,698
404,1059,839,Taenia tecta dorsal part layer 4,TTd4,597,8,404,/997/8/567/688/695/698/589/597/1059/,62D09F,#62D09F,Taenia tecta dorsal part layer 4,597,698
405,605,358,Taenia tecta ventral part,TTv,589,7,405,/997/8/567/688/695/698/589/605/,62D09F,#62D09F,Taenia tecta ventral part,605,698
406,306,745,Taenia tecta ventral part layers 1-3,TTv1-3,605,8,406,/997/8/567/688/695/698/589/605/306/,62D09F,#62D09F,Taenia tecta ventral part layers 1-3,605,698
407,1067,840,Taenia tecta ventral part layer 1,TTv1,605,8,407,/997/8/567/688/695/698/589/605/1067/,62D09F,#62D09F,Taenia tecta ventral part layer 1,605,698
408,1075,841,Taenia tecta ventral part layer 2,TTv2,605,8,408,/997/8/567/688/695/698/589/605/1075/,62D09F,#62D09F,Taenia tecta ventral part layer 2,605,698
409,1082,842,Taenia tecta ventral part layer 3,TTv3,605,8,409,/997/8/567/688/695/698/589/605/1082/,62D09F,#62D09F,Taenia tecta ventral part layer 3,605,698
410,814,384,Dorsal peduncular area,DP,698,6,410,/997/8/567/688/695/698/814/,A4DAA4,#A4DAA4,Dorsal peduncular area,814,698
411,496,627,Dorsal peduncular area layer 1,DP1,814,7,411,/997/8/567/688/695/698/814/496/,A4DAA4,#A4DAA4,Dorsal peduncular area layer 1,814,698
412,535,632,Dorsal peduncular area layer 2,DP2,814,7,412,/997/8/567/688/695/698/814/535/,A4DAA4,#A4DAA4,Dorsal peduncular area layer 2,814,698
413,360,893,Dorsal peduncular area layer 2/3,DP2/3,814,7,413,/997/8/567/688/695/698/814/360/,A4DAA4,#A4DAA4,Dorsal peduncular area layer 2/3,814,698
414,646,646,Dorsal peduncular area layer 5,DP5,814,7,414,/997/8/567/688/695/698/814/646/,A4DAA4,#A4DAA4,Dorsal peduncular area layer 5,814,698
415,267,1023,Dorsal peduncular area layer 6a,DP6a,814,7,415,/997/8/567/688/695/698/814/267/,A4DAA4,#A4DAA4,Dorsal peduncular area layer 6a,814,698
416,961,261,Piriform area,PIR,698,6,416,/997/8/567/688/695/698/961/,6ACBBA,#6ACBBA,Piriform area,961,698
417,152,867,Piriform area layers 1-3,PIR1-3,961,7,417,/997/8/567/688/695/698/961/152/,6ACBBA,#6ACBBA,Piriform area layers 1-3,961,698
418,276,741,Piriform area molecular layer,PIR1,961,7,418,/997/8/567/688/695/698/961/276/,6ACBBA,#6ACBBA,Piriform area molecular layer,961,698
419,284,742,Piriform area pyramidal layer,PIR2,961,7,419,/997/8/567/688/695/698/961/284/,6ACBBA,#6ACBBA,Piriform area pyramidal layer,961,698
420,291,743,Piriform area polymorph layer,PIR3,961,7,420,/997/8/567/688/695/698/961/291/,6ACBBA,#6ACBBA,Piriform area polymorph layer,961,698
421,619,218,Nucleus of the lateral olfactory tract,NLOT,698,6,421,/997/8/567/688/695/698/619/,95E4C8,#95E4C8,Nucleus of the lateral olfactory tract,619,698
422,392,897,Nucleus of the lateral olfactory tract layers 1-3,NLOT1-3,619,7,422,/997/8/567/688/695/698/619/392/,95E4C8,#95E4C8,Nucleus of the lateral olfactory tract layers 1-3,619,698
423,260,739,Nucleus of the lateral olfactory tract molecular layer,NLOT1,619,7,423,/997/8/567/688/695/698/619/260/,95E4C8,#95E4C8,Nucleus of the lateral olfactory tract molecular layer,619,698
424,268,740,Nucleus of the lateral olfactory tract pyramidal layer,NLOT2,619,7,424,/997/8/567/688/695/698/619/268/,95E4C8,#95E4C8,Nucleus of the lateral olfactory tract pyramidal layer,619,698
425,1139,1137,Nucleus of the lateral olfactory tract layer 3,NLOT3,619,7,425,/997/8/567/688/695/698/619/1139/,95E4C8,#95E4C8,Nucleus of the lateral olfactory tract layer 3,619,698
426,631,78,Cortical amygdalar area,COA,698,6,426,/997/8/567/688/695/698/631/,61E7B7,#61E7B7,Cortical amygdalar area,997,698
427,639,79,Cortical amygdalar area anterior part,COAa,631,7,427,/997/8/567/688/695/698/631/639/,61E7B7,#61E7B7,Cortical amygdalar area anterior part,639,698
428,192,872,Cortical amygdalar area anterior part layer 1,COAa1,639,8,428,/997/8/567/688/695/698/631/639/192/,61E7B7,#61E7B7,Cortical amygdalar area anterior part layer 1,639,698
429,200,873,Cortical amygdalar area anterior part layer 2,COAa2,639,8,429,/997/8/567/688/695/698/631/639/200/,61E7B7,#61E7B7,Cortical amygdalar area anterior part layer 2,639,698
430,208,874,Cortical amygdalar area anterior part layer 3,COAa3,639,8,430,/997/8/567/688/695/698/631/639/208/,61E7B7,#61E7B7,Cortical amygdalar area anterior part layer 3,639,698
431,647,80,Cortical amygdalar area posterior part,COAp,631,7,431,/997/8/567/688/695/698/631/647/,61E7B7,#61E7B7,Cortical amygdalar area posterior part,647,698
432,655,81,Cortical amygdalar area posterior part lateral zone,COApl,647,8,432,/997/8/567/688/695/698/631/647/655/,61E7B7,#61E7B7,Cortical amygdalar area posterior part lateral zone,647,698
433,584,921,Cortical amygdalar area posterior part lateral zone layers 1-2,COApl1-2,655,9,433,/997/8/567/688/695/698/631/647/655/584/,61E7B7,#61E7B7,Cortical amygdalar area posterior part lateral zone layers 1-2,647,698
434,376,895,Cortical amygdalar area posterior part lateral zone layers 1-3,COApl1-3,655,9,434,/997/8/567/688/695/698/631/647/655/376/,61E7B7,#61E7B7,Cortical amygdalar area posterior part lateral zone layers 1-3,647,698
435,216,875,Cortical amygdalar area posterior part lateral zone layer 1,COApl1,655,9,435,/997/8/567/688/695/698/631/647/655/216/,61E7B7,#61E7B7,Cortical amygdalar area posterior part lateral zone layer 1,647,698
436,224,876,Cortical amygdalar area posterior part lateral zone layer 2,COApl2,655,9,436,/997/8/567/688/695/698/631/647/655/224/,61E7B7,#61E7B7,Cortical amygdalar area posterior part lateral zone layer 2,647,698
437,232,877,Cortical amygdalar area posterior part lateral zone layer 3,COApl3,655,9,437,/997/8/567/688/695/698/631/647/655/232/,61E7B7,#61E7B7,Cortical amygdalar area posterior part lateral zone layer 3,647,698
438,663,82,Cortical amygdalar area posterior part medial zone,COApm,647,8,438,/997/8/567/688/695/698/631/647/663/,61E7B7,#61E7B7,Cortical amygdalar area posterior part medial zone,647,698
439,592,922,Cortical amygdalar area posterior part medial zone layers 1-2,COApm1-2,663,9,439,/997/8/567/688/695/698/631/647/663/592/,61E7B7,#61E7B7,Cortical amygdalar area posterior part medial zone layers 1-2,647,698
440,383,896,Cortical amygdalar area posterior part medial zone layers 1-3,COApm1-3,663,9,440,/997/8/567/688/695/698/631/647/663/383/,61E7B7,#61E7B7,Cortical amygdalar area posterior part medial zone layers 1-3,647,698
441,240,878,Cortical amygdalar area posterior part medial zone layer 1,COApm1,663,9,441,/997/8/567/688/695/698/631/647/663/240/,61E7B7,#61E7B7,Cortical amygdalar area posterior part medial zone layer 1,647,698
442,248,879,Cortical amygdalar area posterior part medial zone layer 2,COApm2,663,9,442,/997/8/567/688/695/698/631/647/663/248/,61E7B7,#61E7B7,Cortical amygdalar area posterior part medial zone layer 2,647,698
443,256,880,Cortical amygdalar area posterior part medial zone layer 3,COApm3,663,9,443,/997/8/567/688/695/698/631/647/663/256/,61E7B7,#61E7B7,Cortical amygdalar area posterior part medial zone layer 3,647,698
444,788,239,Piriform-amygdalar area,PAA,698,6,444,/997/8/567/688/695/698/788/,59DAAB,#59DAAB,Piriform-amygdalar area,788,698
445,400,898,Piriform-amygdalar area layers 1-3,PAA1-3,788,7,445,/997/8/567/688/695/698/788/400/,59DAAB,#59DAAB,Piriform-amygdalar area layers 1-3,788,698
446,408,899,Piriform-amygdalar area molecular layer,PAA1,788,7,446,/997/8/567/688/695/698/788/408/,59DAAB,#59DAAB,Piriform-amygdalar area molecular layer,788,698
447,416,900,Piriform-amygdalar area pyramidal layer,PAA2,788,7,447,/997/8/567/688/695/698/788/416/,59DAAB,#59DAAB,Piriform-amygdalar area pyramidal layer,788,698
448,424,901,Piriform-amygdalar area polymorph layer,PAA3,788,7,448,/997/8/567/688/695/698/788/424/,59DAAB,#59DAAB,Piriform-amygdalar area polymorph layer,788,698
449,566,353,Postpiriform transition area,TR,698,6,449,/997/8/567/688/695/698/566/,A8ECD3,#A8ECD3,Postpiriform transition area,566,698
450,517,913,Postpiriform transition area layers 1-3,TR1-3,566,7,450,/997/8/567/688/695/698/566/517/,A8ECD3,#A8ECD3,Postpiriform transition area layers 1-3,566,698
451,1140,1138,Postpiriform transition area layers 1,TR1,566,7,451,/997/8/567/688/695/698/566/1140/,A8ECD3,#A8ECD3,Postpiriform transition area layers 1,566,698
452,1141,1139,Postpiriform transition area layers 2,TR2,566,7,452,/997/8/567/688/695/698/566/1141/,A8ECD3,#A8ECD3,Postpiriform transition area layers 2,566,698
453,1142,1140,Postpiriform transition area layers 3,TR3,566,7,453,/997/8/567/688/695/698/566/1142/,A8ECD3,#A8ECD3,Postpiriform transition area layers 3,566,698
454,1089,135,Hippocampal formation,HPF,695,5,454,/997/8/567/688/695/1089/,7ED04B,#7ED04B,Hippocampal formation,997,1089
455,1080,134,Hippocampal region,HIP,1089,6,455,/997/8/567/688/695/1089/1080/,7ED04B,#7ED04B,Hippocampal region,997,1089
456,375,46,Ammon's horn,CA,1080,7,456,/997/8/567/688/695/1089/1080/375/,7ED04B,#7ED04B,Ammon's horn,997,1089
457,382,47,Field CA1,CA1,375,8,457,/997/8/567/688/695/1089/1080/375/382/,7ED04B,#7ED04B,Field CA1,382,1089
458,391,48,Field CA1 stratum lacunosum-moleculare,CA1slm,382,9,458,/997/8/567/688/695/1089/1080/375/382/391/,7ED04B,#7ED04B,Field CA1 stratum lacunosum-moleculare,382,1089
459,399,49,Field CA1 stratum oriens,CA1so,382,9,459,/997/8/567/688/695/1089/1080/375/382/399/,7ED04B,#7ED04B,Field CA1 stratum oriens,382,1089
460,407,50,Field CA1 pyramidal layer,CA1sp,382,9,460,/997/8/567/688/695/1089/1080/375/382/407/,66A83D,#66A83D,Field CA1 pyramidal layer,382,1089
461,415,51,Field CA1 stratum radiatum,CA1sr,382,9,461,/997/8/567/688/695/1089/1080/375/382/415/,7ED04B,#7ED04B,Field CA1 stratum radiatum,382,1089
462,423,52,Field CA2,CA2,375,8,462,/997/8/567/688/695/1089/1080/375/423/,7ED04B,#7ED04B,Field CA2,423,1089
463,431,53,Field CA2 stratum lacunosum-moleculare,CA2slm,423,9,463,/997/8/567/688/695/1089/1080/375/423/431/,7ED04B,#7ED04B,Field CA2 stratum lacunosum-moleculare,423,1089
464,438,54,Field CA2 stratum oriens,CA2so,423,9,464,/997/8/567/688/695/1089/1080/375/423/438/,7ED04B,#7ED04B,Field CA2 stratum oriens,423,1089
465,446,55,Field CA2 pyramidal layer,CA2sp,423,9,465,/997/8/567/688/695/1089/1080/375/423/446/,66A83D,#66A83D,Field CA2 pyramidal layer,423,1089
466,454,56,Field CA2 stratum radiatum,CA2sr,423,9,466,/997/8/567/688/695/1089/1080/375/423/454/,7ED04B,#7ED04B,Field CA2 stratum radiatum,423,1089
467,463,57,Field CA3,CA3,375,8,467,/997/8/567/688/695/1089/1080/375/463/,7ED04B,#7ED04B,Field CA3,463,1089
468,471,58,Field CA3 stratum lacunosum-moleculare,CA3slm,463,9,468,/997/8/567/688/695/1089/1080/375/463/471/,7ED04B,#7ED04B,Field CA3 stratum lacunosum-moleculare,463,1089
469,479,59,Field CA3 stratum lucidum,CA3slu,463,9,469,/997/8/567/688/695/1089/1080/375/463/479/,7ED04B,#7ED04B,Field CA3 stratum lucidum,463,1089
470,486,60,Field CA3 stratum oriens,CA3so,463,9,470,/997/8/567/688/695/1089/1080/375/463/486/,7ED04B,#7ED04B,Field CA3 stratum oriens,463,1089
471,495,61,Field CA3 pyramidal layer,CA3sp,463,9,471,/997/8/567/688/695/1089/1080/375/463/495/,66A83D,#66A83D,Field CA3 pyramidal layer,463,1089
472,504,62,Field CA3 stratum radiatum,CA3sr,463,9,472,/997/8/567/688/695/1089/1080/375/463/504/,7ED04B,#7ED04B,Field CA3 stratum radiatum,463,1089
473,726,90,Dentate gyrus,DG,1080,7,473,/997/8/567/688/695/1089/1080/726/,7ED04B,#7ED04B,Dentate gyrus,726,1089
474,10703,-2,Dentate gyrus molecular layer,DG-mo,726,8,474,/997/8/567/688/695/1089/1080/726/10703/,7ED04B,#7ED04B,Dentate gyrus molecular layer,726,1089
475,10704,-2,Dentate gyrus polymorph layer,DG-po,726,8,475,/997/8/567/688/695/1089/1080/726/10704/,7ED04B,#7ED04B,Dentate gyrus polymorph layer,726,1089
476,632,927,Dentate gyrus granule cell layer,DG-sg,726,8,476,/997/8/567/688/695/1089/1080/726/632/,66A83D,#66A83D,Dentate gyrus granule cell layer,726,1089
477,10702,-2,Dentate gyrus subgranular zone,DG-sgz,726,8,477,/997/8/567/688/695/1089/1080/726/10702/,7ED04B,#7ED04B,Dentate gyrus subgranular zone,726,1089
478,734,91,Dentate gyrus crest,DGcr,726,8,478,/997/8/567/688/695/1089/1080/726/734/,7ED04B,#7ED04B,Dentate gyrus crest,726,1089
479,742,92,Dentate gyrus crest molecular layer,DGcr-mo,734,9,479,/997/8/567/688/695/1089/1080/726/734/742/,7ED04B,#7ED04B,Dentate gyrus crest molecular layer,726,1089
480,751,93,Dentate gyrus crest polymorph layer,DGcr-po,734,9,480,/997/8/567/688/695/1089/1080/726/734/751/,7ED04B,#7ED04B,Dentate gyrus crest polymorph layer,726,1089
481,758,94,Dentate gyrus crest granule cell layer,DGcr-sg,734,9,481,/997/8/567/688/695/1089/1080/726/734/758/,7ED04B,#7ED04B,Dentate gyrus crest granule cell layer,726,1089
